CONCELHO,CÓDIGO,FREGUESIA
MOGADOURO,40813,PEREDO DA BEMPOSTA
MOGADOURO,40815,SALDANHA
MOGADOURO,40817,SAO MARTINHO DO PESO
MOGADOURO,40819,TO
MOGADOURO,40820,TRAVANCA
MOGADOURO,40821,URROS
MOGADOURO,40822,VALE DA MADRE
MOGADOURO,40826,VILA DE ALA
MOGADOURO,40829,BRUNHOZINHO
MOGADOURO,40830,MOGADOURO
MOGADOURO,40831,REMONDES
MOGADOURO,40832,VILARINHO DOS GALEGOS
MOIMENTA DA BEIRA,180702,ALVITE
MOIMENTA DA BEIRA,180703,ARCOZELOS
MOIMENTA DA BEIRA,180705,BALDOS
MOIMENTA DA BEIRA,180706,CABACOS
MOIMENTA DA BEIRA,180707,CARIA
MOIMENTA DA BEIRA,180708,CASTELO
MOIMENTA DA BEIRA,180709,LEOMIL
MOIMENTA DA BEIRA,180710,MOIMENTA DA BEIRA
MOIMENTA DA BEIRA,180713,PASSO
MOIMENTA DA BEIRA,180716,RUA
MOIMENTA DA BEIRA,180717,SARZEDO
MOIMENTA DA BEIRA,180719,SEVER
MOIMENTA DA BEIRA,180720,VILAR
MOIMENTA DA BEIRA,180721,PARADINHA
MOIMENTA DA BEIRA,180722,PERA VELHA
MOIMENTA DA BEIRA,180723,PEVA
MOITA,150601,ALHOS VEDROS
MOITA,150603,MOITA
MOITA,150607,BAIXA DA BANHEIRA
MOITA,150608,GAIO-ROSARIO
MONCAO,160401,ABEDIM
MONCAO,160404,BARBEITA
MONCAO,160405,BARROCAS
MONCAO,160406,BELA
MONCAO,160407,CAMBESES
MONCAO,160410,LARA
MONCAO,160411,LONGOS VALES
MONCAO,160415,MERUFE
MONCAO,160418,MOREIRA
MONCAO,160420,PIAS
MONCAO,160421,PINHEIROS
MONCAO,160422,PODAME
MONCAO,160423,PORTELA
MONCAO,160424,RIBA DE MOURO
MONCAO,160427,SEGUDE
MONCAO,160428,TANGIL
MONCAO,160431,TRUTE
MONCAO,160434,ANHOES
MONCAO,160435,CEIVAES
MONCAO,160436,MAZEDO
MONCAO,160437,MESSEGAES
MONCAO,160438,MONCAO
MONCAO,160439,SAGO
MONCAO,160440,TROPORIZ
MONCHIQUE,80901,ALFERCE
MONCHIQUE,80902,MARMELETE
MONCHIQUE,80903,MONCHIQUE
MONDIM DE BASTO,170501,ATEI
MONDIM DE BASTO,170502,BILHO
MONDIM DE BASTO,170505,MONDIM DE BASTO
MONDIM DE BASTO,170508,VILAR DE FERREIROS
MONDIM DE BASTO,170509,CAMPANHO
MONDIM DE BASTO,170510,ERMELO
MONFORTE,121101,ASSUMAR
MONFORTE,121102,MONFORTE
MONFORTE,121103,SANTO ALEIXO
MONFORTE,121104,VAIAMONTE
MONTALEGRE,170601,CABRIL
MONTALEGRE,170603,CERVOS
MONTALEGRE,170604,CHA
MONTALEGRE,170607,COVELO DO GERES
MONTALEGRE,170609,FERRAL
MONTALEGRE,170612,GRALHAS
MONTALEGRE,170616,MORGADE
MONTALEGRE,170618,NEGROES
MONTALEGRE,170619,OUTEIRO
MONTALEGRE,170623,PITOES DAS JUNIAS
MONTALEGRE,170625,REIGOSO
MONTALEGRE,170626,SALTO
MONTALEGRE,170627,SANTO ANDRE
MONTALEGRE,170629,SARRAQUINHOS
MONTALEGRE,170631,SOLVEIRA
MONTALEGRE,170632,TOUREM
MONTALEGRE,170635,VILA DA PONTE
MONTALEGRE,170636,CAMBESES DO RIO
MONTALEGRE,170637,MEIXEDO
MONTALEGRE,170638,MONTALEGRE
MONTALEGRE,170639,PARADELA
MONTALEGRE,170640,SEZELHE
MONTALEGRE,170641,VENDA NOVA
MONTALEGRE,170642,VIADE DE BAIXO
MONTALEGRE,170643,VILAR DE PERDIZES
MONTEMOR-O-NOVO,70601,CABRELA
MONTEMOR-O-NOVO,70605,SANTIAGO DO ESCOURAL
MONTEMOR-O-NOVO,70606,SAO CRISTOVAO
MONTEMOR-O-NOVO,70607,CIBORRO
MONTEMOR-O-NOVO,70610,FOROS DE VALE DE FIGUEIRA
MONTEMOR-O-NOVO,70611,CORTICADAS DE LAVRE
MONTEMOR-O-NOVO,70612,NOSSA SENHORA DA VILA
MONTEMOR-O-VELHO,61002,ARAZEDE
MONTEMOR-O-VELHO,61003,CARAPINHEIRA
MONTEMOR-O-VELHO,61005,LICEIA
MONTEMOR-O-VELHO,61006,MEAS DO CAMPO
MONTEMOR-O-VELHO,61008,PEREIRA
MONTEMOR-O-VELHO,61009,SANTO VARAO
MONTEMOR-O-VELHO,61010,SEIXO DE GATOES
MONTEMOR-O-VELHO,61011,TENTUGAL
MONTEMOR-O-VELHO,61014,EREIRA
MONTEMOR-O-VELHO,61015,ABRUNHEIRA
MONTEMOR-O-VELHO,61016,MONTEMOR-O-VELHO
MONTIJO,150701,CANHA
MONTIJO,150704,SARILHOS GRANDES
MONTIJO,150709,ATALAIA
MONTIJO,150710,MONTIJO
MONTIJO,150711,PEGOES
MORA,70701,BROTAS
MORA,70702,CABECAO
MORA,70703,MORA
MORA,70704,PAVIA
MORTAGUA,180802,CERCOSA
MORTAGUA,180804,ESPINHO
MORTAGUA,180805,MARMELEIRA
MORTAGUA,180807,PALA
MORTAGUA,180808,SOBRAL
MORTAGUA,180809,TREZOI
MORTAGUA,180811,MORTAGUA
MOURA,21001,AMARELEJA
MOURA,21002,POVOA DE SAO MIGUEL
MOURA,21008,SOBRAL DA ADICA
MOURA,21009,MOURA
MOURA,21010,SAFARA
MOURAO,70801,GRANJA
MOURAO,70802,LUZ
MOURAO,70803,MOURAO
MURCA,170701,CANDEDO
MURCA,170703,FIOLHOSO
MURCA,170704,JOU
MURCA,170705,MURCA
MURCA,170708,VALONGO DE MILHAIS
MURCA,170710,CARVA
MURCA,170711,NOURA
MURTOSA,11201,BUNHEIRO
MURTOSA,11202,MONTE
MURTOSA,11203,MURTOSA
MURTOSA,11204,TORREIRA
NAZARE,101101,FAMALICAO
NAZARE,101102,NAZARE
NAZARE,101103,VALADO DOS FRADES
NELAS,180901,CANAS DE SENHORIM
NELAS,180903,NELAS
NELAS,180905,SENHORIM
NELAS,180906,VILAR SECO
NELAS,180908,LAPA DO LOBO
NELAS,180910,CARVALHAL REDONDO
NELAS,180911,SANTAR
NISA,121201,ALPALHAO
NISA,121205,MONTALVAO
NISA,121207,SANTANA
NISA,121208,SAO MATIAS
NISA,121210,TOLOSA
NISA,121211,AREZ
NISA,121212,ESPIRITO SANTO
NORDESTE,420201,ACHADA
NORDESTE,420202,ACHADINHA
NORDESTE,420203,LOMBA DA FAZENDA
NORDESTE,420204,NORDESTE
NORDESTE,420206,SALGA
NORDESTE,420207,SANTANA
NORDESTE,420208,ALGARVIA
NORDESTE,420209,SANTO ANTONIO DE NORDESTINHO
NORDESTE,420210,SAO PEDRO DE NORDESTINHO
OBIDOS,101201,A DOS NEGROS
OBIDOS,101202,AMOREIRA
OBIDOS,101203,OLHO MARINHO
OBIDOS,101207,VAU
OBIDOS,101208,GAEIRAS
OBIDOS,101209,USSEIRA
OBIDOS,101210,SANTA MARIA
ODEMIRA,21102,RELIQUIAS
ODEMIRA,21103,SABOIA
ODEMIRA,21106,SAO LUIS
ODEMIRA,21107,SAO MARTINHO DAS AMOREIRAS
ODEMIRA,21111,VILA NOVA DE MILFONTES
ODEMIRA,21115,LUZIANES-GARE
ODEMIRA,21116,BOAVISTA DOS PINHEIROS
ODEMIRA,21117,LONGUEIRA/ALMOGRAVE
ODEMIRA,21118,COLOS
ODEMIRA,21119,SANTA CLARA-A-VELHA
ODEMIRA,21120,SAO SALVADOR
ODEMIRA,21121,SAO TEOTONIO
ODEMIRA,21122,VALE DE SANTIAGO
ODIVELAS,111603,ODIVELAS
ODIVELAS,111608,PONTINHA
ODIVELAS,111609,POVOA DE SANTO ADRIAO
ODIVELAS,111610,RAMADA
OEIRAS,111002,BARCARENA
OEIRAS,111009,PORTO SALVO
OEIRAS,111012,ALGES
OEIRAS,111013,CARNAXIDE
OEIRAS,111014,OEIRAS
OLEIROS,50601,ALVARO
OLEIROS,50603,CAMBAS
OLEIROS,50605,ISNA
OLEIROS,50606,MADEIRA
OLEIROS,50607,MOSTEIRO
OLEIROS,50609,ORVALHO
OLEIROS,50610,SARNADAS DE SAO SIMAO
OLEIROS,50611,SOBRAL
OLEIROS,50613,ESTREITO-VILAR BARROCO
OLEIROS,50614,OLEIROS-AMIEIRA
OLHAO,81003,OLHAO
OLHAO,81004,PECHAO
OLHAO,81005,QUELFES
OLHAO,81006,MONCARAPACHO
OLIVEIRA DE AZEMEIS,11301,CARREGOSA
OLIVEIRA DE AZEMEIS,11302,CESAR
OLIVEIRA DE AZEMEIS,11303,FAJOES
OLIVEIRA DE AZEMEIS,11304,LOUREIRO
OLIVEIRA DE AZEMEIS,11305,MACIEIRA DE SARNES
OLIVEIRA DE AZEMEIS,11310,OSSELA
OLIVEIRA DE AZEMEIS,11315,SAO MARTINHO DA GANDARA
OLIVEIRA DE AZEMEIS,11318,SAO ROQUE
OLIVEIRA DE AZEMEIS,11319,VILA DE CUCUJAES
OLIVEIRA DE AZEMEIS,11320,NOGUEIRA DO CRAVO
OLIVEIRA DE AZEMEIS,11321,OLIVEIRA DE AZEMEIS
OLIVEIRA DE AZEMEIS,11322,PINHEIRO DA BEMPOSTA
OLIVEIRA DE FRADES,181002,ARCOZELO DAS MAIAS
OLIVEIRA DE FRADES,181005,PINHEIRO
OLIVEIRA DE FRADES,181007,RIBEIRADIO
OLIVEIRA DE FRADES,181008,SAO JOAO DA SERRA
OLIVEIRA DE FRADES,181009,SAO VICENTE DE LAFOES
OLIVEIRA DE FRADES,181013,ARCA
OLIVEIRA DE FRADES,181014,DESTRIZ
OLIVEIRA DE FRADES,181015,OLIVEIRA DE FRADES
OLIVEIRA DO BAIRRO,11403,OIA
OLIVEIRA DO BAIRRO,11404,OLIVEIRA DO BAIRRO
OLIVEIRA DO BAIRRO,11405,PALHACA
OLIVEIRA DO BAIRRO,11407,BUSTOS
OLIVEIRA DO HOSPITAL,61101,ALDEIA DAS DEZ
OLIVEIRA DO HOSPITAL,61102,ALVOCO DAS VARZEAS
OLIVEIRA DO HOSPITAL,61103,AVO
OLIVEIRA DO HOSPITAL,61104,BOBADELA
OLIVEIRA DO HOSPITAL,61106,LAGARES
OLIVEIRA DO HOSPITAL,61109,LOUROSA
OLIVEIRA DO HOSPITAL,61110,MERUGE
OLIVEIRA DO HOSPITAL,61111,NOGUEIRA DO CRAVO
OLIVEIRA DO HOSPITAL,61115,SAO GIAO
OLIVEIRA DO HOSPITAL,61118,SEIXO DA BEIRA
OLIVEIRA DO HOSPITAL,61119,TRAVANCA DE LAGOS
OLIVEIRA DO HOSPITAL,61122,ERVEDAL
OLIVEIRA DO HOSPITAL,61123,LAGOS DA BEIRA
OLIVEIRA DO HOSPITAL,61124,OLIVEIRA DO HOSPITAL
OLIVEIRA DO HOSPITAL,61125,PENALVA DE ALVA
OLIVEIRA DO HOSPITAL,61126,SANTA OVAIA
OUREM,142101,ALBURITEL
OUREM,142102,ATOUGUIA
OUREM,142104,CAXARIAS
OUREM,142105,ESPITE
OUREM,142106,FATIMA
OUREM,142111,NOSSA SENHORA DAS MISERICORDIAS
OUREM,142113,SEICA
OUREM,142114,URQUEIRA
OUREM,142115,NOSSA SENHORA DA PIEDADE
OUREM,142119,FREIXIANDA
OUREM,142120,GONDEMARIA
OUREM,142121,MATAS
OUREM,142122,RIO DE COUROS
OURIQUE,21203,OURIQUE
OURIQUE,21206,SANTANA DA SERRA
OURIQUE,21207,GARVAO
OURIQUE,21208,PANOIAS
OVAR,11502,CORTEGACA
OVAR,11503,ESMORIZ
OVAR,11504,MACEDA
OVAR,11507,VALEGA
OVAR,11509,OVAR
PACOS DE FERREIRA,130902,CARVALHOSA
PACOS DE FERREIRA,130904,EIRIZ
PACOS DE FERREIRA,130905,FERREIRA
PACOS DE FERREIRA,130906,FIGUEIRO
PACOS DE FERREIRA,130908,FREAMUNDE
PACOS DE FERREIRA,130910,MEIXOMIL
PACOS DE FERREIRA,130913,PENAMAIOR
PACOS DE FERREIRA,130914,RAIMONDA
PACOS DE FERREIRA,130916,SEROA
PACOS DE FERREIRA,130917,FRAZAO ARREIGADA
PACOS DE FERREIRA,130918,PACOS DE FERREIRA
PACOS DE FERREIRA,130919,SANFINS LAMOSO CODESSOS
PALMELA,150802,PALMELA
PALMELA,150803,PINHAL NOVO
PALMELA,150804,QUINTA DO ANJO
PALMELA,150806,POCEIRAO
PAMPILHOSA DA SERRA,61201,CABRIL
PAMPILHOSA DA SERRA,61202,DORNELAS DO ZEZERE
PAMPILHOSA DA SERRA,61204,JANEIRO DE BAIXO
PAMPILHOSA DA SERRA,61206,PAMPILHOSA DA SERRA
PAMPILHOSA DA SERRA,61207,PESSEGUEIRO
PAMPILHOSA DA SERRA,61209,UNHAIS-O-VELHO
PAMPILHOSA DA SERRA,61211,FAJAO-VIDUAL
PAMPILHOSA DA SERRA,61212,PORTELA DO FOJO-MACHIO
PAREDES,131001,AGUIAR DE SOUSA
PAREDES,131002,ASTROMIL
PAREDES,131003,BALTAR
PAREDES,131004,BEIRE
PAREDES,131008,CETE
PAREDES,131009,CRISTELO
PAREDES,131010,DUAS IGREJAS
PAREDES,131011,GANDRA
PAREDES,131013,LORDELO
PAREDES,131014,LOUREDO
PAREDES,131017,PARADA DE TODEIA
PAREDES,131018,REBORDOSA
PAREDES,131019,RECAREI
PAREDES,131020,SOBREIRA
PAREDES,131021,SOBROSA
PAREDES,131022,VANDOMA
PAREDES,131024,VILELA
PAREDES,131025,PAREDES
PAREDES DE COURA,160501,AGUALONGA
PAREDES DE COURA,160503,CASTANHEIRA
PAREDES DE COURA,160505,COURA
PAREDES DE COURA,160507,CUNHA
PAREDES DE COURA,160510,INFESTA
PAREDES DE COURA,160513,MOZELOS
PAREDES DE COURA,160514,PADORNELO
PAREDES DE COURA,160515,PARADA
PAREDES DE COURA,160519,ROMARIGAES
PAREDES DE COURA,160520,RUBIAES
PAREDES DE COURA,160521,VASCOES
PAREDES DE COURA,160522,BICO
PAREDES DE COURA,160523,COSSOURADO
PAREDES DE COURA,160524,FORMARIZ
PAREDES DE COURA,160525,INSALDE
PAREDES DE COURA,160526,PAREDES DE COURA
PEDROGAO GRANDE,101301,GRACA
PEDROGAO GRANDE,101302,PEDROGAO GRANDE
PEDROGAO GRANDE,101303,VILA FACAIA
PENACOVA,61301,CARVALHO
PENACOVA,61302,FIGUEIRA DE LORVAO
PENACOVA,61304,LORVAO
PENACOVA,61307,PENACOVA
PENACOVA,61310,SAZES DO LORVAO
PENACOVA,61312,FRIUMES
PENACOVA,61313,OLIVEIRA DO MONDEGO
PENACOVA,61314,SAO PEDRO DE ALVA
PENAFIEL,131101,ABRAGAO
PENAFIEL,131102,BOELHE
PENAFIEL,131103,BUSTELO
PENAFIEL,131104,CABECA SANTA
PENAFIEL,131105,CANELAS
PENAFIEL,131106,CAPELA
PENAFIEL,131107,CASTELOES
PENAFIEL,131108,CROCA
PENAFIEL,131109,DUAS IGREJAS
PENAFIEL,131110,EJA
PENAFIEL,131112,FONTE ARCADA
PENAFIEL,131113,GALEGOS
PENAFIEL,131115,IRIVO
PENAFIEL,131121,OLDROES
PENAFIEL,131122,PACO DE SOUSA
PENAFIEL,131125,PEROZELO
PENAFIEL,131128,RANS
PENAFIEL,131129,RIO DE MOINHOS
PENAFIEL,131132,RECEZINHOS
PENAFIEL,131134,SEBOLIDO
PENAFIEL,131136,VALPEDRE
PENAFIEL,131138,RIO MAU
PENAFIEL,131139,PENAFIEL
PENAFIEL,131140,LUZIM
PENAFIEL,131141,GUILHUFE
PENAFIEL,131142,LAGARES
PENAFIEL,131143,TERMAS DE SAO VICENTE
PENALVA DO CASTELO,181102,CASTELO DE PENALVA
PENALVA DO CASTELO,181103,ESMOLFE
PENALVA DO CASTELO,181104,GERMIL
PENALVA DO CASTELO,181105,INSUA
PENALVA DO CASTELO,181106,LUSINDE
PENALVA DO CASTELO,181109,PINDO
PENALVA DO CASTELO,181110,REAL
PENALVA DO CASTELO,181111,SEZURES
PENALVA DO CASTELO,181112,TRANCOZELOS
PENALVA DO CASTELO,181114,ANTAS
PENALVA DO CASTELO,181115,VILA COVA DO COVELO/MARECO
PENAMACOR,50704,ARANHAS
PENAMACOR,50706,BENQUERENCA
PENAMACOR,50707,MEIMAO
PENAMACOR,50708,MEIMOA
PENAMACOR,50710,PENAMACOR
PENAMACOR,50711,SALVADOR
PENAMACOR,50712,VALE DA SENHORA DA POVOA
PENAMACOR,50713,ALDEIA DO BISPO
PENAMACOR,50714,PEDROGAO DE SAO PEDRO
PENEDONO,181202,BESELGA
PENEDONO,181203,CASTAINCO
PENEDONO,181207,PENELA DA BEIRA
PENEDONO,181208,POVOA DE PENELA
PENEDONO,181209,SOUTO
PENEDONO,181210,ANTAS
PENEDONO,181211,PENEDONO
PENELA,61401,CUMEEIRA
PENELA,61402,ESPINHAL
PENELA,61403,PODENTES
PENELA,61407,SAO MIGUEL
PENICHE,101402,ATOUGUIA DA BALEIA
PENICHE,101405,SERRA D'EL-REI
PENICHE,101406,FERREL
PENICHE,101407,PENICHE
PESO DA REGUA,170802,FONTELAS
PESO DA REGUA,170805,LOUREIRO
PESO DA REGUA,170809,SEDIELOS
PESO DA REGUA,170810,VILARINHO DOS FREIRES
PESO DA REGUA,170813,GALAFURA
PESO DA REGUA,170814,MOURA MORTA
PESO DA REGUA,170815,PESO DA REGUA
PESO DA REGUA,170816,POIARES
PINHEL,91009,ERVEDOSA
PINHEL,91010,FREIXEDAS
PINHEL,91012,LAMEGAL
PINHEL,91013,LAMEIRAS
PINHEL,91014,MANIGOTO
PINHEL,91015,PALA
PINHEL,91017,PINHEL
PINHEL,91018,PINZIO
PINHEL,91024,SOURO PIRES
PINHEL,91027,VASCOVEIRO
PINHEL,91028,AGREGACAO DAS FREGUESIAS SUL DE PINHEL
PINHEL,91029,ALVERCA DA BEIRA/BOUCA COVA
PINHEL,91030,TERRAS DE MASSUEIME
PINHEL,91031,VALBOM/BOGALHAL
PINHEL,91032,ALTO DO PALURDO
PINHEL,91033,VALE DO COA
PINHEL,91034,VALE DO MASSUEIME
PINHEL,91035,ATALAIA
POMBAL,101501,ABIUL
POMBAL,101503,ALMAGREIRA
POMBAL,101504,CARNIDE
POMBAL,101505,CARRICO
POMBAL,101506,LOURICAL
POMBAL,101508,PELARIGA
POMBAL,101509,POMBAL
POMBAL,101510,REDINHA
POMBAL,101513,VERMOIL
POMBAL,101514,VILA CA
POMBAL,101515,MEIRINHAS
POMBAL,101518,GUIA
POMBAL,101519,SANTIAGO
PONTA DELGADA,420301,ARRIFES
PONTA DELGADA,420303,CANDELARIA
PONTA DELGADA,420304,CAPELAS
PONTA DELGADA,420305,COVOADA
PONTA DELGADA,420306,FAJA DE BAIXO
PONTA DELGADA,420307,FAJA DE CIMA
PONTA DELGADA,420308,FENAIS DA LUZ
PONTA DELGADA,420309,FETEIRAS
PONTA DELGADA,420310,GINETES
PONTA DELGADA,420311,MOSTEIROS
PONTA DELGADA,420312,PONTA DELGADA
PONTA DELGADA,420315,RELVA
PONTA DELGADA,420316,REMEDIOS
PONTA DELGADA,420317,ROSTO DO CAO
PONTA DELGADA,420319,SANTA BARBARA
PONTA DELGADA,420320,SANTO ANTONIO
PONTA DELGADA,420321,SAO VICENTE FERREIRA
PONTA DELGADA,420322,SETE CIDADES
PONTA DELGADA,420323,AJUDA DA BRETANHA
PONTA DELGADA,420324,PILAR DA BRETANHA
PONTA DELGADA,420325,SANTA CLARA
PONTA DO SOL,310501,CANHAS
PONTA DO SOL,310502,MADALENA DO MAR
PONTA DO SOL,310503,PONTA DO SOL
PONTE DA BARCA,160601,AZIAS
PONTE DA BARCA,160602,BOIVAES
PONTE DA BARCA,160603,BRAVAES
PONTE DA BARCA,160604,BRITELO
PONTE DA BARCA,160606,CUIDE DE VILA VERDE
PONTE DA BARCA,160611,LAVRADAS
PONTE DA BARCA,160612,LINDOSO
PONTE DA BARCA,160613,NOGUEIRA
PONTE DA BARCA,160614,OLEIROS
PONTE DA BARCA,160619,SAMPRIZ
PONTE DA BARCA,160623,VADE
PONTE DA BARCA,160626,CRASTO
PONTE DA BARCA,160627,ENTRE AMBOS-OS-RIOS
PONTE DA BARCA,160628,PONTE DA BARCA
PONTE DA BARCA,160629,TOUVEDO
PONTE DA BARCA,160630,VILA CHA
PONTE DE LIMA,160701,ANAIS
PONTE DE LIMA,160703,SAO PEDRO D'ARCOS
PONTE DE LIMA,160704,ARCOZELO
PONTE DE LIMA,160707,BEIRAL DO LIMA
PONTE DE LIMA,160708,BERTIANDOS
PONTE DE LIMA,160709,BOALHOSA
PONTE DE LIMA,160710,BRANDARA
PONTE DE LIMA,160713,CALHEIROS
PONTE DE LIMA,160714,CALVELO
PONTE DE LIMA,160716,CORRELHA
PONTE DE LIMA,160717,ESTORAOS
PONTE DE LIMA,160718,FACHA
PONTE DE LIMA,160719,FEITOSA
PONTE DE LIMA,160721,FONTAO
PONTE DE LIMA,160724,FRIASTELAS
PONTE DE LIMA,160726,GANDRA
PONTE DE LIMA,160727,GEMIEIRA
PONTE DE LIMA,160728,GONDUFE
PONTE DE LIMA,160729,LABRUJA
PONTE DE LIMA,160734,POIARES
PONTE DE LIMA,160737,REFOIOS DO LIMA
PONTE DE LIMA,160739,RIBEIRA
PONTE DE LIMA,160740,SA
PONTE DE LIMA,160742,SANTA COMBA
PONTE DE LIMA,160743,SANTA CRUZ DO LIMA
PONTE DE LIMA,160744,REBORDOES
PONTE DE LIMA,160745,SEARA
PONTE DE LIMA,160746,SERDEDELO
PONTE DE LIMA,160750,VITORINO DAS DONAS
PONTE DE LIMA,160752,ARCA
PONTE DE LIMA,160753,ARDEGAO
PONTE DE LIMA,160754,ASSOCIACAO DE FREGUESIAS DO VALE DO NEIVA
PONTE DE LIMA,160755,BARRIO
PONTE DE LIMA,160756,CABACOS
PONTE DE LIMA,160757,CABRACAO
PONTE DE LIMA,160758,FORNELOS
PONTE DE LIMA,160759,LABRUJO
PONTE DE LIMA,160760,NAVIO
PONTE DE SOR,121301,GALVEIAS
PONTE DE SOR,121302,MONTARGIL
PONTE DE SOR,121304,FOROS DE ARRAO
PONTE DE SOR,121305,LONGOMEL
PONTE DE SOR,121308,PONTE DE SOR
PORTALEGRE,121401,ALAGOA
PORTALEGRE,121402,ALEGRETE
PORTALEGRE,121404,FORTIOS
PORTALEGRE,121410,URRA
PORTALEGRE,121411,SE
PORTALEGRE,121412,REGUENGO
PORTALEGRE,121413,RIBEIRA DE NISA
PORTEL,70903,MONTE DO TRIGO
PORTEL,70905,PORTEL
PORTEL,70906,SANTANA
PORTEL,70908,VERA CRUZ
PORTEL,70909,AMIEIRA
PORTEL,70910,SAO BARTOLOMEU DO OUTEIRO
PORTIMAO,81101,ALVOR
PORTIMAO,81102,MEXILHOEIRA GRANDE
PORTIMAO,81103,PORTIMAO
PORTO,131202,BONFIM
PORTO,131203,CAMPANHA
PORTO,131210,PARANHOS
PORTO,131211,RAMALDE
PORTO,131216,ALDOAR
PORTO,131217,CEDOFEITA
PORTO,131218,LORDELO DO OURO
PORTO DE MOS,101602,ALQUEIDAO DA SERRA
PORTO DE MOS,101605,CALVARIA DE CIMA
PORTO DE MOS,101606,JUNCAL
PORTO DE MOS,101608,MIRA DE AIRE
PORTO DE MOS,101609,PEDREIRAS
PORTO DE MOS,101610,SAO BENTO
PORTO DE MOS,101613,SERRO VENTOSO
PORTO DE MOS,101614,PORTO DE MOS - SAO JOAO BAPTISTA
PORTO DE MOS,101615,ALVADOS
PORTO DE MOS,101616,ARRIMAL
PORTO MONIZ,310601,ACHADAS DA CRUZ
PORTO MONIZ,310602,PORTO MONIZ
PORTO MONIZ,310603,RIBEIRA DA JANELA
PORTO MONIZ,310604,SEIXAL
PORTO SANTO,320101,PORTO SANTO
POVOA DE LANHOSO,30906,COVELAS
POVOA DE LANHOSO,30908,FERREIROS
POVOA DE LANHOSO,30912,GALEGOS
POVOA DE LANHOSO,30913,GARFE
POVOA DE LANHOSO,30914,GERAZ DO MINHO
POVOA DE LANHOSO,30915,LANHOSO
POVOA DE LANHOSO,30917,MONSUL
POVOA DE LANHOSO,30919,POVOA DE LANHOSO
POVOA DE LANHOSO,30921,RENDUFINHO
POVOA DE LANHOSO,30922,SANTO EMILIAO
POVOA DE LANHOSO,30923,SAO JOAO DE REI
POVOA DE LANHOSO,30924,SERZEDELO
POVOA DE LANHOSO,30925,SOBRADELO DA GOMA
POVOA DE LANHOSO,30926,TAIDE
POVOA DE LANHOSO,30927,TRAVASSOS
POVOA DE LANHOSO,30929,VILELA
POVOA DE LANHOSO,30930,AGUAS SANTAS
POVOA DE LANHOSO,30931,CALVOS
POVOA DE LANHOSO,30932,CAMPOS
POVOA DE LANHOSO,30933,ESPERANCA
POVOA DE LANHOSO,30934,FONTE ARCADA
POVOA DE LANHOSO,30935,VERIM
POVOA DE VARZIM,131305,BALAZAR
POVOA DE VARZIM,131307,ESTELA
POVOA DE VARZIM,131308,LAUNDOS
POVOA DE VARZIM,131311,RATES
POVOA DE VARZIM,131313,AVER-O-MAR
POVOA DE VARZIM,131314,AGUCADOURA
POVOA DE VARZIM,131315,POVOA DE VARZIM
POVOACAO,420401,AGUA RETORTA
POVOACAO,420402,FAIAL DA TERRA
POVOACAO,420403,FURNAS
POVOACAO,420404,NOSSA SENHORA DOS REMEDIOS
POVOACAO,420405,POVOACAO
POVOACAO,420406,RIBEIRA QUENTE
PROENCA-A-NOVA,50802,MONTES DA SENHORA
PROENCA-A-NOVA,50805,SAO PEDRO DO ESTEVAL
PROENCA-A-NOVA,50807,PROENCA-A-NOVA
PROENCA-A-NOVA,50808,SOBREIRA FORMOSA
REDONDO,71001,MONTOITO
REDONDO,71002,REDONDO
REGUENGOS DE MONSARAZ,71102,CORVAL
REGUENGOS DE MONSARAZ,71103,MONSARAZ
REGUENGOS DE MONSARAZ,71104,REGUENGOS DE MONSARAZ
REGUENGOS DE MONSARAZ,71106,CAMPO
RESENDE,181302,BARRO
RESENDE,181303,CARQUERE
RESENDE,181310,PAUS
RESENDE,181311,RESENDE
RESENDE,181312,SAO CIPRIANO
RESENDE,181313,SAO JOAO DE FONTOURA
RESENDE,181314,SAO MARTINHO DE MOUROS
RESENDE,181316,ANREADE
RESENDE,181317,FELGUEIRAS
RESENDE,181318,FREIGIL
RESENDE,181319,OVADAS
RIBEIRA BRAVA,310701,CAMPANARIO
RIBEIRA BRAVA,310702,RIBEIRA BRAVA
RIBEIRA BRAVA,310703,SERRA DE AGUA
RIBEIRA BRAVA,310704,TABUA
RIBEIRA DE PENA,170901,ALVADIA
RIBEIRA DE PENA,170902,CANEDO
RIBEIRA DE PENA,170906,SANTA MARINHA
RIBEIRA DE PENA,170908,CERVA
RIBEIRA DE PENA,170909,RIBEIRA DE PENA
RIBEIRA GRANDE,420501,CALHETAS
RIBEIRA GRANDE,420502,FENAIS DA AJUDA
RIBEIRA GRANDE,420503,LOMBA DA MAIA
RIBEIRA GRANDE,420504,LOMBA DE SAO PEDRO
RIBEIRA GRANDE,420505,MAIA
RIBEIRA GRANDE,420506,PICO DA PEDRA
RIBEIRA GRANDE,420507,PORTO FORMOSO
RIBEIRA GRANDE,420508,RABO DE PEIXE
RIBEIRA GRANDE,420509,RIBEIRA GRANDE
RIBEIRA GRANDE,420511,RIBEIRA SECA
RIBEIRA GRANDE,420512,RIBEIRINHA
RIBEIRA GRANDE,420513,SANTA BARBARA
RIBEIRA GRANDE,420514,SAO BRAS
RIO MAIOR,141401,ALCOBERTAS
RIO MAIOR,141402,ARROUQUELAS
RIO MAIOR,141405,FRAGUAS
